TransactionID,TransactionDate,SKU,ProductName,Category,Supplier,Warehouse,OpeningStock,UnitsReceived,UnitsSold,ClosingStock,ReorderLevel,UnitCost,LeadTimeDays,StockStatus
INV469,2026-11-19,SKU010,Pen Pack,Stationery,Supplier E,Surat,241,221,287,175,133,45,6,Healthy
INV470,2026-11-21,SKU016,Whiteboard,Home Office,Supplier D,Surat,49,42,29,62,49,1255,9,Healthy
INV471,2026-11-22,SKU003,Office Chair,Furniture,Supplier C,Vadodara,57,9,28,38,43,3525,10,Reorder
INV472,2026-11-23,SKU013,Ergonomic Chair,Furniture,Supplier C,Vadodara,72,37,59,50,28,6500,16,Healthy
INV473,2026-11-25,SKU014,Power Bank,Electronics,Supplier B,Surat,210,102,138,174,72,875,9,Healthy
INV474,2026-11-26,SKU004,Keyboard,Electronics,Supplier B,Surat,58,114,133,39,52,725,6,Reorder
INV475,2026-11-27,SKU011,Headphones,Electronics,Supplier B,Vadodara,68,114,120,62,54,1105,7,Healthy
INV476,2026-11-29,SKU013,Ergonomic Chair,Furniture,Supplier C,Rajkot,76,19,66,29,22,6750,15,Healthy
INV477,2026-11-30,SKU005,Desk Lamp,Home Office,Supplier D,Vadodara,145,63,58,150,40,520,8,Healthy
INV478,2026-12-01,SKU004,Keyboard,Electronics,Supplier B,Vadodara,202,34,158,78,53,805,8,Healthy
INV479,2026-12-03,SKU001,Laptop Bag,Accessories,Supplier A,Rajkot,234,31,78,187,61,665,6,Healthy
INV480,2026-12-04,SKU016,Whiteboard,Home Office,Supplier D,Rajkot,59,17,53,23,43,1120,8,Reorder
INV481,2026-12-05,SKU016,Whiteboard,Home Office,Supplier D,Rajkot,60,38,73,25,39,1230,8,Reorder
INV482,2026-12-07,SKU005,Desk Lamp,Home Office,Supplier D,Vadodara,53,22,30,45,36,550,8,Healthy
INV483,2026-12-08,SKU011,Headphones,Electronics,Supplier B,Surat,114,104,61,157,45,1230,8,Healthy
INV484,2026-12-09,SKU005,Desk Lamp,Home Office,Supplier D,Vadodara,152,17,104,65,34,515,9,Healthy
INV485,2026-12-11,SKU008,USB Cable,Electronics,Supplier B,Surat,181,45,92,134,78,115,4,Healthy
INV486,2026-12-12,SKU024,Laptop Stand,Accessories,Supplier A,Ahmedabad,210,44,75,179,51,740,6,Healthy
INV487,2026-12-13,SKU006,Monitor Stand,Accessories,Supplier A,Rajkot,159,50,129,80,41,905,4,Healthy
INV488,2026-12-15,SKU012,File Organizer,Stationery,Supplier E,Rajkot,308,95,190,213,62,260,7,Healthy
INV489,2026-12-16,SKU023,Storage Box,Home Office,Supplier D,Rajkot,92,42,54,80,58,495,6,Healthy
INV490,2026-12-17,SKU002,Wireless Mouse,Electronics,Supplier B,Vadodara,193,112,160,145,54,370,6,Healthy
INV491,2026-12-19,SKU006,Monitor Stand,Accessories,Supplier A,Rajkot,167,106,185,88,44,875,4,Healthy
INV492,2026-12-20,SKU003,Office Chair,Furniture,Supplier C,Rajkot,57,38,40,55,50,2970,12,Healthy
INV493,2026-12-21,SKU013,Ergonomic Chair,Furniture,Supplier C,Ahmedabad,90,14,44,60,30,7130,14,Healthy
INV494,2026-12-23,SKU018,Webcam,Electronics,Supplier B,Surat,106,61,71,96,32,1815,11,Healthy
INV495,2026-12-24,SKU014,Power Bank,Electronics,Supplier B,Surat,131,93,149,75,58,810,9,Healthy
INV496,2026-12-25,SKU009,Notebook Set,Stationery,Supplier E,Rajkot,350,94,186,258,104,75,8,Healthy
INV497,2026-12-27,SKU017,Printer Paper,Stationery,Supplier E,Rajkot,323,109,189,243,98,205,8,Healthy
INV498,2026-12-28,SKU016,Whiteboard,Home Office,Supplier D,Vadodara,65,15,42,38,37,1160,9,Healthy
INV499,2026-12-29,SKU014,Power Bank,Electronics,Supplier B,Vadodara,134,57,59,132,55,810,8,Healthy
INV500,2026-12-31,SKU013,Ergonomic Chair,Furniture,Supplier C,Ahmedabad,25,29,17,37,21,6940,15,Healthy
